unit,group,conversation,turn,Data,Theory,Question,Example,Critique
At28,A_tight,At28_session,17,0,0,0,0,0
At28,A_tight,At28_session,18,0,0,1,0,0
At28,A_tight,At28_session,19,1,0,0,0,1
At29,A_tight,At29_session,0,1,0,0,1,0
At29,A_tight,At29_session,1,0,0,0,0,0
At29,A_tight,At29_session,2,0,0,0,1,0
At29,A_tight,At29_session,3,1,0,0,0,0
At29,A_tight,At29_session,4,0,0,0,0,0
At29,A_tight,At29_session,5,1,0,0,0,0
At29,A_tight,At29_session,6,1,0,1,0,0
At29,A_tight,At29_session,7,1,0,0,0,0
At29,A_tight,At29_session,8,0,1,0,0,0
At29,A_tight,At29_session,9,1,0,0,1,0
At29,A_tight,At29_session,10,0,0,0,1,0
At29,A_tight,At29_session,11,0,0,0,0,0
At29,A_tight,At29_session,12,0,0,1,0,1
At29,A_tight,At29_session,13,0,0,0,1,0
At29,A_tight,At29_session,14,1,0,0,1,0
At29,A_tight,At29_session,15,1,0,0,1,1
At29,A_tight,At29_session,16,1,0,0,0,0
At29,A_tight,At29_session,17,1,0,0,1,0
At29,A_tight,At29_session,18,1,0,0,1,0
At29,A_tight,At29_session,19,1,0,1,1,0
At30,A_tight,At30_session,0,1,0,0,1,0
At30,A_tight,At30_session,1,0,0,1,1,0
At30,A_tight,At30_session,2,1,0,0,0,0
At30,A_tight,At30_session,3,1,1,0,1,0
At30,A_tight,At30_session,4,0,0,0,1,0
At30,A_tight,At30_session,5,0,0,1,1,0
At30,A_tight,At30_session,6,0,0,0,0,0
At30,A_tight,At30_session,7,0,0,1,0,0
At30,A_tight,At30_session,8,1,0,0,0,0
At30,A_tight,At30_session,9,0,0,1,1,0
At30,A_tight,At30_session,10,1,0,0,0,0
At30,A_tight,At30_session,11,1,0,1,0,0
At30,A_tight,At30_session,12,0,0,0,1,0
At30,A_tight,At30_session,13,0,0,1,1,0
At30,A_tight,At30_session,14,1,0,1,0,0
At30,A_tight,At30_session,15,0,0,1,0,0
At30,A_tight,At30_session,16,0,0,0,0,0
At30,A_tight,At30_session,17,0,0,0,0,1
At30,A_tight,At30_session,18,1,0,0,0,0
At30,A_tight,At30_session,19,1,0,0,0,0
Al01,A_loose,Al01_session,0,0,0,1,0,0
Al01,A_loose,Al01_session,1,1,0,0,0,1
Al01,A_loose,Al01_session,2,1,0,1,0,0
Al01,A_loose,Al01_session,3,0,0,1,1,1
Al01,A_loose,Al01_session,4,1,0,0,0,0
Al01,A_loose,Al01_session,5,1,0,0,1,0
Al01,A_loose,Al01_session,6,1,0,0,0,0
Al01,A_loose,Al01_session,7,1,0,0,1,0
Al01,A_loose,Al01_session,8,1,0,0,1,0
Al01,A_loose,Al01_session,9,0,0,1,0,0
Al01,A_loose,Al01_session,10,0,0,0,0,0
Al01,A_loose,Al01_session,11,1,0,1,0,0
Al01,A_loose,Al01_session,12,1,0,1,0,0
Al01,A_loose,Al01_session,13,1,0,1,1,0
Al01,A_loose,Al01_session,14,0,0,0,1,0
Al01,A_loose,Al01_session,15,1,0,1,1,0
Al01,A_loose,Al01_session,16,1,0,0,0,0
Al01,A_loose,Al01_session,17,1,0,0,0,0
Al01,A_loose,Al01_session,18,1,0,0,0,0
Al01,A_loose,Al01_session,19,1,0,0,1,0
Al02,A_loose,Al02_session,0,1,0,0,1,0
Al02,A_loose,Al02_session,1,1,0,0,0,0
Al02,A_loose,Al02_session,2,1,1,0,0,0
Al02,A_loose,Al02_session,3,0,0,0,1,0
Al02,A_loose,Al02_session,4,0,0,0,0,0
Al02,A_loose,Al02_session,5,1,0,0,0,1
Al02,A_loose,Al02_session,6,1,0,0,0,0
Al02,A_loose,Al02_session,7,1,0,1,0,0
Al02,A_loose,Al02_session,8,0,0,0,1,1
Al02,A_loose,Al02_session,9,1,0,1,0,0
Al02,A_loose,Al02_session,10,0,0,0,1,1
Al02,A_loose,Al02_session,11,0,0,1,0,0
Al02,A_loose,Al02_session,12,0,1,0,0,0
Al02,A_loose,Al02_session,13,0,0,0,1,0
Al02,A_loose,Al02_session,14,0,0,0,1,0
Al02,A_loose,Al02_session,15,0,0,0,0,0
Al02,A_loose,Al02_session,16,0,0,0,1,0
Al02,A_loose,Al02_session,17,0,0,0,1,1
Al02,A_loose,Al02_session,18,1,0,0,0,1
Al02,A_loose,Al02_session,19,1,0,0,0,0
Al03,A_loose,Al03_session,0,0,0,1,1,0
Al03,A_loose,Al03_session,1,1,0,1,0,0
Al03,A_loose,Al03_session,2,0,0,1,1,0
Al03,A_loose,Al03_session,3,1,0,1,1,1
Al03,A_loose,Al03_session,4,0,0,0,1,0
Al03,A_loose,Al03_session,5,1,0,0,0,0
Al03,A_loose,Al03_session,6,0,0,0,1,0
Al03,A_loose,Al03_session,7,1,0,0,0,0
Al03,A_loose,Al03_session,8,0,0,0,1,1
Al03,A_loose,Al03_session,9,1,0,1,0,0
Al03,A_loose,Al03_session,10,1,0,0,1,1
Al03,A_loose,Al03_session,11,0,0,0,1,0
Al03,A_loose,Al03_session,12,0,0,0,0,0
Al03,A_loose,Al03_session,13,1,0,0,0,0
Al03,A_loose,Al03_session,14,1,0,0,0,0
Al03,A_loose,Al03_session,15,1,0,1,0,0
Al03,A_loose,Al03_session,16,0,0,0,0,1
Al03,A_loose,Al03_session,17,1,0,0,0,0
Al03,A_loose,Al03_session,18,1,0,0,0,0
Al03,A_loose,Al03_session,19,1,0,0,0,1
Al04,A_loose,Al04_session,0,1,0,0,0,0
Al04,A_loose,Al04_session,1,0,0,0,1,0
Al04,A_loose,Al04_session,2,1,0,0,0,0
Al04,A_loose,Al04_session,3,0,0,1,1,0
Al04,A_loose,Al04_session,4,1,0,0,0,0
Al04,A_loose,Al04_session,5,1,0,0,1,0
Al04,A_loose,Al04_session,6,1,0,0,1,0
Al04,A_loose,Al04_session,7,0,0,0,0,0
Al04,A_loose,Al04_session,8,1,0,0,0,0
Al04,A_loose,Al04_session,9,0,0,0,1,0
Al04,A_loose,Al04_session,10,1,0,0,1,0
Al04,A_loose,Al04_session,11,1,0,0,0,0
Al04,A_loose,Al04_session,12,1,0,0,1,0
Al04,A_loose,Al04_session,13,1,0,0,0,0
Al04,A_loose,Al04_session,14,1,0,1,1,0
Al04,A_loose,Al04_session,15,1,0,0,1,0
Al04,A_loose,Al04_session,16,0,0,0,1,0
Al04,A_loose,Al04_session,17,0,0,0,1,0
Al04,A_loose,Al04_session,18,1,0,1,1,0
Al04,A_loose,Al04_session,19,0,0,0,0,0
Al05,A_loose,Al05_session,0,1,0,0,0,0
Al05,A_loose,Al05_session,1,0,0,0,0,0
Al05,A_loose,Al05_session,2,1,0,0,1,1
Al05,A_loose,Al05_session,3,0,0,0,1,0
Al05,A_loose,Al05_session,4,0,0,0,1,0
Al05,A_loose,Al05_session,5,1,0,1,1,1
Al05,A_loose,Al05_session,6,1,0,1,0,0
Al05,A_loose,Al05_session,7,0,0,0,0,0
Al05,A_loose,Al05_session,8,1,0,0,0,1
Al05,A_loose,Al05_session,9,0,0,1,0,1
Al05,A_loose,Al05_session,10,1,1,0,0,0
Al05,A_loose,Al05_session,11,0,0,0,1,1
Al05,A_loose,Al05_session,12,0,0,1,1,1
Al05,A_loose,Al05_session,13,1,0,0,1,0
Al05,A_loose,Al05_session,14,1,0,0,0,0
Al05,A_loose,Al05_session,15,0,0,0,1,1
Al05,A_loose,Al05_session,16,1,0,0,0,0
Al05,A_loose,Al05_session,17,0,0,1,1,0
Al05,A_loose,Al05_session,18,0,0,1,1,0
Al05,A_loose,Al05_session,19,1,1,0,1,0
Al06,A_loose,Al06_session,0,0,0,0,1,0
Al06,A_loose,Al06_session,1,0,0,0,1,1
Al06,A_loose,Al06_session,2,0,0,0,1,0
Al06,A_loose,Al06_session,3,1,0,0,0,0
Al06,A_loose,Al06_session,4,0,0,0,0,0
Al06,A_loose,Al06_session,5,0,0,0,1,0
Al06,A_loose,Al06_session,6,1,0,0,0,0
Al06,A_loose,Al06_session,7,1,0,1,1,0
Al06,A_loose,Al06_session,8,1,0,0,1,0
Al06,A_loose,Al06_session,9,0,0,1,1,0
Al06,A_loose,Al06_session,10,1,0,0,1,0
Al06,A_loose,Al06_session,11,0,0,0,0,0
Al06,A_loose,Al06_session,12,0,0,0,1,1
Al06,A_loose,Al06_session,13,1,0,0,1,0
Al06,A_loose,Al06_session,14,0,0,0,0,0
Al06,A_loose,Al06_session,15,1,0,0,1,0
Al06,A_loose,Al06_session,16,1,0,0,1,0
Al06,A_loose,Al06_session,17,1,0,0,1,0
Al06,A_loose,Al06_session,18,0,0,0,0,0
Al06,A_loose,Al06_session,19,0,0,0,0,0
Al07,A_loose,Al07_session,0,1,0,0,1,0
Al07,A_loose,Al07_session,1,1,0,0,0,1
Al07,A_loose,Al07_session,2,0,0,0,1,0
Al07,A_loose,Al07_session,3,1,0,0,0,0
Al07,A_loose,Al07_session,4,0,0,0,1,1
Al07,A_loose,Al07_session,5,0,0,0,0,0
Al07,A_loose,Al07_session,6,0,0,0,0,0
Al07,A_loose,Al07_session,7,1,0,0,1,1
Al07,A_loose,Al07_session,8,1,0,0,0,0
Al07,A_loose,Al07_session,9,1,0,0,1,0
Al07,A_loose,Al07_session,10,1,0,0,0,0
Al07,A_loose,Al07_session,11,0,0,0,1,1
Al07,A_loose,Al07_session,12,0,0,0,0,1
Al07,A_loose,Al07_session,13,1,0,0,0,0
Al07,A_loose,Al07_session,14,1,0,0,1,0
Al07,A_loose,Al07_session,15,0,0,0,1,1
Al07,A_loose,Al07_session,16,1,0,0,0,1
Al07,A_loose,Al07_session,17,1,0,0,0,1
Al07,A_loose,Al07_session,18,1,0,0,0,0
Al07,A_loose,Al07_session,19,0,0,0,1,0
Al08,A_loose,Al08_session,0,0,0,0,1,0
Al08,A_loose,Al08_session,1,0,1,0,0,0
Al08,A_loose,Al08_session,2,1,0,0,1,0
Al08,A_loose,Al08_session,3,1,0,0,0,0
Al08,A_loose,Al08_session,4,1,0,1,0,0
Al08,A_loose,Al08_session,5,1,0,0,0,0
Al08,A_loose,Al08_session,6,0,0,0,1,0
Al08,A_loose,Al08_session,7,1,0,0,0,0
Al08,A_loose,Al08_session,8,0,1,0,1,0
Al08,A_loose,Al08_session,9,1,0,1,1,0
Al08,A_loose,Al08_session,10,0,0,1,1,0
Al08,A_loose,Al08_session,11,1,0,0,1,0
Al08,A_loose,Al08_session,12,1,0,0,1,0
Al08,A_loose,Al08_session,13,0,0,0,1,1
Al08,A_loose,Al08_session,14,1,0,1,0,1
Al08,A_loose,Al08_session,15,0,0,1,0,0
Al08,A_loose,Al08_session,16,0,0,0,0,0
Al08,A_loose,Al08_session,17,0,0,0,1,0
Al08,A_loose,Al08_session,18,0,0,1,1,0
Al08,A_loose,Al08_session,19,0,1,0,1,0
Al09,A_loose,Al09_session,0,0,0,0,0,0
Al09,A_loose,Al09_session,1,0,0,0,1,0
Al09,A_loose,Al09_session,2,1,0,0,0,1
Al09,A_loose,Al09_session,3,1,0,0,1,0
Al09,A_loose,Al09_session,4,1,0,0,0,0
Al09,A_loose,Al09_session,5,0,0,0,0,0
Al09,A_loose,Al09_session,6,0,0,1,0,0
Al09,A_loose,Al09_session,7,0,0,1,0,0
Al09,A_loose,Al09_session,8,0,0,0,0,0
Al09,A_loose,Al09_session,9,0,0,0,0,0
Al09,A_loose,Al09_session,10,0,0,0,0,0
Al09,A_loose,Al09_session,11,0,0,0,0,0
Al09,A_loose,Al09_session,12,1,0,1,0,0
Al09,A_loose,Al09_session,13,1,0,0,0,0
Al09,A_loose,Al09_session,14,1,0,0,0,0
Al09,A_loose,Al09_session,15,1,0,0,0,0
Al09,A_loose,Al09_session,16,0,0,1,0,0
Al09,A_loose,Al09_session,17,0,0,0,0,0
Al09,A_loose,Al09_session,18,1,0,0,0,1
Al09,A_loose,Al09_session,19,0,0,0,0,0
Al10,A_loose,Al10_session,0,0,0,0,1,0
Al10,A_loose,Al10_session,1,0,0,0,0,0
Al10,A_loose,Al10_session,2,0,0,0,1,0
Al10,A_loose,Al10_session,3,1,0,0,1,0
Al10,A_loose,Al10_session,4,1,0,0,0,0
Al10,A_loose,Al10_session,5,0,0,0,1,1
Al10,A_loose,Al10_session,6,1,0,0,0,0
Al10,A_loose,Al10_session,7,1,0,0,0,0
Al10,A_loose,Al10_session,8,1,0,0,0,0
Al10,A_loose,Al10_session,9,0,0,0,0,0
Al10,A_loose,Al10_session,10,1,1,0,0,0
Al10,A_loose,Al10_session,11,1,0,0,0,0
Al10,A_loose,Al10_session,12,0,0,0,0,0
Al10,A_loose,Al10_session,13,1,0,0,0,0
Al10,A_loose,Al10_session,14,1,0,0,0,0
Al10,A_loose,Al10_session,15,0,0,0,0,0
Al10,A_loose,Al10_session,16,1,0,0,0,0
Al10,A_loose,Al10_session,17,0,0,0,0,0
Al10,A_loose,Al10_session,18,0,0,0,0,0
Al10,A_loose,Al10_session,19,1,0,0,0,0
Al11,A_loose,Al11_session,0,1,0,0,1,0
Al11,A_loose,Al11_session,1,1,0,0,1,0
Al11,A_loose,Al11_session,2,0,0,0,0,0
Al11,A_loose,Al11_session,3,1,0,0,0,0
Al11,A_loose,Al11_session,4,0,0,0,1,0
Al11,A_loose,Al11_session,5,0,0,0,0,0
Al11,A_loose,Al11_session,6,1,0,0,0,0
Al11,A_loose,Al11_session,7,0,0,0,1,0
Al11,A_loose,Al11_session,8,0,0,0,1,0
Al11,A_loose,Al11_session,9,1,0,0,1,0
Al11,A_loose,Al11_session,10,0,0,0,1,0
Al11,A_loose,Al11_session,11,1,0,0,1,0
Al11,A_loose,Al11_session,12,1,0,0,0,0
Al11,A_loose,Al11_session,13,0,0,0,1,0
Al11,A_loose,Al11_session,14,1,0,0,1,0
Al11,A_loose,Al11_session,15,1,0,0,1,0
Al11,A_loose,Al11_session,16,1,0,0,1,0
Al11,A_loose,Al11_session,17,1,0,0,0,0
Al11,A_loose,Al11_session,18,1,0,0,1,0
Al11,A_loose,Al11_session,19,1,0,0,0,0
Al12,A_loose,Al12_session,0,1,0,1,0,0
Al12,A_loose,Al12_session,1,1,0,1,1,0
Al12,A_loose,Al12_session,2,0,0,0,1,0
Al12,A_loose,Al12_session,3,0,1,0,1,0
Al12,A_loose,Al12_session,4,1,0,0,0,0
Al12,A_loose,Al12_session,5,1,0,0,1,0
Al12,A_loose,Al12_session,6,0,0,0,0,0
Al12,A_loose,Al12_session,7,0,0,0,0,0
Al12,A_loose,Al12_session,8,0,0,0,0,0
Al12,A_loose,Al12_session,9,0,0,0,0,1
Al12,A_loose,Al12_session,10,1,0,0,1,0
Al12,A_loose,Al12_session,11,0,0,0,1,1
Al12,A_loose,Al12_session,12,1,0,1,1,0
Al12,A_loose,Al12_session,13,0,0,0,1,0
Al12,A_loose,Al12_session,14,1,0,0,0,0
Al12,A_loose,Al12_session,15,0,0,1,1,1
Al12,A_loose,Al12_session,16,1,0,0,1,0
Al12,A_loose,Al12_session,17,0,0,1,1,1
Al12,A_loose,Al12_session,18,1,0,1,1,0
Al12,A_loose,Al12_session,19,0,0,1,1,0
Al13,A_loose,Al13_session,0,0,0,1,1,0
Al13,A_loose,Al13_session,1,1,0,0,0,0
Al13,A_loose,Al13_session,2,0,0,1,1,0
Al13,A_loose,Al13_session,3,0,0,0,0,0
Al13,A_loose,Al13_session,4,1,0,0,0,0
Al13,A_loose,Al13_session,5,0,0,1,1,0
Al13,A_loose,Al13_session,6,0,0,0,1,0
Al13,A_loose,Al13_session,7,0,0,0,0,0
Al13,A_loose,Al13_session,8,1,0,1,1,0
Al13,A_loose,Al13_session,9,0,0,0,1,0
Al13,A_loose,Al13_session,10,0,0,1,0,0
Al13,A_loose,Al13_session,11,0,0,1,1,0
Al13,A_loose,Al13_session,12,0,0,0,0,0
Al13,A_loose,Al13_session,13,1,0,0,0,0
Al13,A_loose,Al13_session,14,0,0,0,0,0
Al13,A_loose,Al13_session,15,1,0,0,0,0
Al13,A_loose,Al13_session,16,0,0,1,1,0
Al13,A_loose,Al13_session,17,0,0,0,1,0
Al13,A_loose,Al13_session,18,1,0,1,0,0
Al13,A_loose,Al13_session,19,1,0,1,0,0
Al14,A_loose,Al14_session,0,0,0,0,0,0
Al14,A_loose,Al14_session,1,1,0,0,0,0
Al14,A_loose,Al14_session,2,1,0,1,0,0
Al14,A_loose,Al14_session,3,0,0,0,1,0
Al14,A_loose,Al14_session,4,1,0,1,0,0
Al14,A_loose,Al14_session,5,0,1,0,0,0
Al14,A_loose,Al14_session,6,0,1,1,0,0
Al14,A_loose,Al14_session,7,0,0,0,0,0
Al14,A_loose,Al14_session,8,0,0,0,1,0
Al14,A_loose,Al14_session,9,0,0,1,1,0
Al14,A_loose,Al14_session,10,0,0,1,0,0
Al14,A_loose,Al14_session,11,1,0,1,0,0
Al14,A_loose,Al14_session,12,0,0,0,0,0
Al14,A_loose,Al14_session,13,0,0,1,0,0
Al14,A_loose,Al14_session,14,0,0,0,0,0
Al14,A_loose,Al14_session,15,0,0,1,0,0
Al14,A_loose,Al14_session,16,1,0,0,0,0
Al14,A_loose,Al14_session,17,0,0,1,0,0
Al14,A_loose,Al14_session,18,1,0,0,1,0
Al14,A_loose,Al14_session,19,1,0,0,0,0
Al15,A_loose,Al15_session,0,0,0,0,0,0
Al15,A_loose,Al15_session,1,1,0,0,0,1
Al15,A_loose,Al15_session,2,0,0,0,0,0
Al15,A_loose,Al15_session,3,0,0,0,1,0
Al15,A_loose,Al15_session,4,0,0,0,0,1
Al15,A_loose,Al15_session,5,1,0,0,0,0
Al15,A_loose,Al15_session,6,1,0,0,1,0
Al15,A_loose,Al15_session,7,1,0,0,0,0
Al15,A_loose,Al15_session,8,0,1,0,0,0
Al15,A_loose,Al15_session,9,1,0,0,1,0
Al15,A_loose,Al15_session,10,0,1,0,0,0
Al15,A_loose,Al15_session,11,1,0,0,1,0
Al15,A_loose,Al15_session,12,1,1,1,0,0
Al15,A_loose,Al15_session,13,1,0,0,0,0
Al15,A_loose,Al15_session,14,0,0,0,1,0
Al15,A_loose,Al15_session,15,1,1,0,0,0
Al15,A_loose,Al15_session,16,1,0,0,0,0
Al15,A_loose,Al15_session,17,1,0,0,0,0
Al15,A_loose,Al15_session,18,1,0,0,1,0
Al15,A_loose,Al15_session,19,1,1,0,1,1
Al16,A_loose,Al16_session,0,1,1,0,0,0
Al16,A_loose,Al16_session,1,1,0,0,1,0
Al16,A_loose,Al16_session,2,0,1,1,0,0
Al16,A_loose,Al16_session,3,1,1,1,1,0
Al16,A_loose,Al16_session,4,0,0,0,0,0
Al16,A_loose,Al16_session,5,0,1,0,1,0
Al16,A_loose,Al16_session,6,0,0,0,1,0
Al16,A_loose,Al16_session,7,0,0,1,0,0
Al16,A_loose,Al16_session,8,1,0,1,0,0
Al16,A_loose,Al16_session,9,0,1,1,1,0
Al16,A_loose,Al16_session,10,1,1,0,1,0
Al16,A_loose,Al16_session,11,0,0,0,1,0
Al16,A_loose,Al16_session,12,1,0,1,1,0
Al16,A_loose,Al16_session,13,0,1,0,1,0
Al16,A_loose,Al16_session,14,1,1,0,1,0
Al16,A_loose,Al16_session,15,0,1,0,1,0
Al16,A_loose,Al16_session,16,1,0,1,0,0
Al16,A_loose,Al16_session,17,0,0,0,0,0
Al16,A_loose,Al16_session,18,1,0,0,1,0
Al16,A_loose,Al16_session,19,1,0,1,1,0
Al17,A_loose,Al17_session,0,1,0,0,1,0
Al17,A_loose,Al17_session,1,0,0,0,1,0
Al17,A_loose,Al17_session,2,1,0,1,0,1
Al17,A_loose,Al17_session,3,0,0,0,0,0
Al17,A_loose,Al17_session,4,1,0,0,0,0
Al17,A_loose,Al17_session,5,0,0,1,0,0
Al17,A_loose,Al17_session,6,0,0,1,0,0
Al17,A_loose,Al17_session,7,1,1,1,1,0
Al17,A_loose,Al17_session,8,0,0,0,0,0
Al17,A_loose,Al17_session,9,1,0,0,1,1
Al17,A_loose,Al17_session,10,0,0,0,1,0
Al17,A_loose,Al17_session,11,1,1,0,1,0
Al17,A_loose,Al17_session,12,1,0,0,1,0
Al17,A_loose,Al17_session,13,1,0,1,0,0
Al17,A_loose,Al17_session,14,1,0,1,0,0
Al17,A_loose,Al17_session,15,0,0,0,1,0
Al17,A_loose,Al17_session,16,0,0,0,0,0
Al17,A_loose,Al17_session,17,0,0,0,0,1
Al17,A_loose,Al17_session,18,1,0,1,0,0
Al17,A_loose,Al17_session,19,1,0,0,0,0
Al18,A_loose,Al18_session,0,1,0,0,1,0
Al18,A_loose,Al18_session,1,0,0,0,0,0
Al18,A_loose,Al18_session,2,1,1,0,0,0
Al18,A_loose,Al18_session,3,0,0,0,1,0
Al18,A_loose,Al18_session,4,0,1,0,0,0
Al18,A_loose,Al18_session,5,1,0,0,0,0
Al18,A_loose,Al18_session,6,0,0,0,0,0
Al18,A_loose,Al18_session,7,0,1,1,1,1
Al18,A_loose,Al18_session,8,0,0,0,0,0
Al18,A_loose,Al18_session,9,1,0,0,0,0
Al18,A_loose,Al18_session,10,0,0,0,0,1
Al18,A_loose,Al18_session,11,0,1,0,0,0
Al18,A_loose,Al18_session,12,1,0,0,1,0
Al18,A_loose,Al18_session,13,1,0,0,1,0
Al18,A_loose,Al18_session,14,1,0,0,0,1
Al18,A_loose,Al18_session,15,1,1,0,0,0
Al18,A_loose,Al18_session,16,0,0,0,0,0
Al18,A_loose,Al18_session,17,0,0,1,0,1
Al18,A_loose,Al18_session,18,1,0,0,0,1
Al18,A_loose,Al18_session,19,1,0,0,0,0
Al19,A_loose,Al19_session,0,1,0,0,1,0
Al19,A_loose,Al19_session,1,1,0,0,1,0
Al19,A_loose,Al19_session,2,0,0,0,0,0
Al19,A_loose,Al19_session,3,0,0,0,1,0
Al19,A_loose,Al19_session,4,1,0,0,0,1
Al19,A_loose,Al19_session,5,1,0,0,1,0
Al19,A_loose,Al19_session,6,1,0,0,0,0
Al19,A_loose,Al19_session,7,1,0,0,1,0
Al19,A_loose,Al19_session,8,1,0,1,0,1
Al19,A_loose,Al19_session,9,1,1,0,1,1
Al19,A_loose,Al19_session,10,1,0,0,1,1
Al19,A_loose,Al19_session,11,1,0,0,1,0
Al19,A_loose,Al19_session,12,1,0,0,0,0
Al19,A_loose,Al19_session,13,0,0,0,0,0
Al19,A_loose,Al19_session,14,0,0,0,0,0
Al19,A_loose,Al19_session,15,1,0,1,0,0
Al19,A_loose,Al19_session,16,0,0,0,1,0
Al19,A_loose,Al19_session,17,1,0,0,1,0
Al19,A_loose,Al19_session,18,1,0,0,0,0
Al19,A_loose,Al19_session,19,1,0,0,0,0
Al20,A_loose,Al20_session,0,1,0,0,0,0
Al20,A_loose,Al20_session,1,1,0,0,0,0
Al20,A_loose,Al20_session,2,1,1,1,0,0
Al20,A_loose,Al20_session,3,0,0,1,1,0
Al20,A_loose,Al20_session,4,1,0,1,1,0
Al20,A_loose,Al20_session,5,0,0,1,0,0
Al20,A_loose,Al20_session,6,1,0,1,0,0
Al20,A_loose,Al20_session,7,0,0,0,0,0
Al20,A_loose,Al20_session,8,1,0,0,0,0
Al20,A_loose,Al20_session,9,0,0,1,1,0
Al20,A_loose,Al20_session,10,1,0,0,0,0
Al20,A_loose,Al20_session,11,1,0,0,0,0
Al20,A_loose,Al20_session,12,0,0,1,0,0
Al20,A_loose,Al20_session,13,1,0,0,1,0
Al20,A_loose,Al20_session,14,1,0,1,1,0
Al20,A_loose,Al20_session,15,1,0,0,1,0
Al20,A_loose,Al20_session,16,0,0,0,1,0
Al20,A_loose,Al20_session,17,1,0,0,1,0
Al20,A_loose,Al20_session,18,0,0,0,0,0
Al20,A_loose,Al20_session,19,1,0,0,0,0
Al21,A_loose,Al21_session,0,0,1,0,0,0
Al21,A_loose,Al21_session,1,1,0,0,1,0
Al21,A_loose,Al21_session,2,0,0,0,0,0
Al21,A_loose,Al21_session,3,1,1,0,0,0
Al21,A_loose,Al21_session,4,1,1,0,0,0
Al21,A_loose,Al21_session,5,0,0,1,0,0
Al21,A_loose,Al21_session,6,0,0,1,1,0
Al21,A_loose,Al21_session,7,1,1,1,1,0
Al21,A_loose,Al21_session,8,1,0,0,0,1
Al21,A_loose,Al21_session,9,0,1,0,0,0
Al21,A_loose,Al21_session,10,0,0,0,0,0
Al21,A_loose,Al21_session,11,1,0,0,0,0
Al21,A_loose,Al21_session,12,1,0,0,1,0
Al21,A_loose,Al21_session,13,1,0,0,0,1
Al21,A_loose,Al21_session,14,0,1,1,0,0
Al21,A_loose,Al21_session,15,1,0,1,0,0
Al21,A_loose,Al21_session,16,0,0,0,0,1
Al21,A_loose,Al21_session,17,0,0,1,1,0
Al21,A_loose,Al21_session,18,0,1,1,0,0
Al21,A_loose,Al21_session,19,0,0,0,0,0
Al22,A_loose,Al22_session,0,0,0,0,0,0
Al22,A_loose,Al22_session,1,0,0,1,0,0
Al22,A_loose,Al22_session,2,1,0,0,0,0
Al22,A_loose,Al22_session,3,0,0,1,0,0
Al22,A_loose,Al22_session,4,1,0,1,1,0
Al22,A_loose,Al22_session,5,0,0,0,0,0
Al22,A_loose,Al22_session,6,1,0,0,0,0
Al22,A_loose,Al22_session,7,1,0,0,1,0
Al22,A_loose,Al22_session,8,1,0,0,1,0
Al22,A_loose,Al22_session,9,0,0,0,1,0
Al22,A_loose,Al22_session,10,0,0,0,1,1
Al22,A_loose,Al22_session,11,1,0,1,1,0
Al22,A_loose,Al22_session,12,1,0,0,1,0
Al22,A_loose,Al22_session,13,0,0,1,0,0
Al22,A_loose,Al22_session,14,0,0,0,1,0
Al22,A_loose,Al22_session,15,0,0,0,1,0
Al22,A_loose,Al22_session,16,1,0,1,0,1
Al22,A_loose,Al22_session,17,1,0,0,0,0
Al22,A_loose,Al22_session,18,1,0,1,1,0
Al22,A_loose,Al22_session,19,1,0,1,0,0
Al23,A_loose,Al23_session,0,1,0,0,0,0
Al23,A_loose,Al23_session,1,0,0,0,0,1
Al23,A_loose,Al23_session,2,1,0,0,0,0
Al23,A_loose,Al23_session,3,0,0,0,0,0
Al23,A_loose,Al23_session,4,0,0,0,0,0
Al23,A_loose,Al23_session,5,1,0,0,1,0
Al23,A_loose,Al23_session,6,1,0,0,0,0
Al23,A_loose,Al23_session,7,1,0,0,0,0
Al23,A_loose,Al23_session,8,1,0,0,1,0
Al23,A_loose,Al23_session,9,1,0,0,0,0
Al23,A_loose,Al23_session,10,0,0,0,1,0
Al23,A_loose,Al23_session,11,0,0,0,0,0
Al23,A_loose,Al23_session,12,1,0,0,0,0
Al23,A_loose,Al23_session,13,1,0,0,0,0
Al23,A_loose,Al23_session,14,1,0,0,0,0
Al23,A_loose,Al23_session,15,1,0,0,0,0
Al23,A_loose,Al23_session,16,1,0,0,1,0
Al23,A_loose,Al23_session,17,1,0,0,0,0
Al23,A_loose,Al23_session,18,0,0,0,1,0
Al23,A_loose,Al23_session,19,1,0,0,1,0
Al24,A_loose,Al24_session,0,0,1,0,0,0
Al24,A_loose,Al24_session,1,1,0,0,0,0
Al24,A_loose,Al24_session,2,1,0,0,0,0
Al24,A_loose,Al24_session,3,1,0,0,0,0
Al24,A_loose,Al24_session,4,0,0,1,0,0
Al24,A_loose,Al24_session,5,0,0,0,0,0
Al24,A_loose,Al24_session,6,1,0,1,0,1
Al24,A_loose,Al24_session,7,0,0,0,1,0
Al24,A_loose,Al24_session,8,1,0,0,1,0
Al24,A_loose,Al24_session,9,0,0,1,0,1
Al24,A_loose,Al24_session,10,1,0,0,0,1
Al24,A_loose,Al24_session,11,0,0,0,0,1
Al24,A_loose,Al24_session,12,0,0,1,1,1
Al24,A_loose,Al24_session,13,1,0,0,1,1
Al24,A_loose,Al24_session,14,0,0,0,1,0
Al24,A_loose,Al24_session,15,1,1,0,0,0
Al24,A_loose,Al24_session,16,0,0,1,1,1
